Input,Output,Id
"== Cleanup for old User page == 

 Hi, Enkyo2! This is to let you know that I have blanked the content from your old User page (). That page is now a redirect to your current User page (this page), so nobody will ever see the content. But because the old User page is now a redirect, the content was interfering with the Help page for the Japanese language template. So I deleted the content. Is that OK? 
 The content is still available in the history page of your old User page (), so you can view it at any time. And the redirect from your old User page to your new one still works properly, so I think that should be OK. If you have any problem with all of this, you can undo it simply by undoing my edit. Thanks, and thanks for your contributions to Japanese history.",2,8d64c62136f967ea
"Donelle Malcolm Lee  
 DLumake Ausboogie Entertainment  
 Independent record label and publishing group 
 est: 1989 org: Paterson NJ",2,0e5c8bc0e9f2edf4
"== Randy Orton WAS BORN IM ST. LOUIS,MISSOURI == 

 No,it's just cause you're stupid.HE WAS BORN IN ST. LOUIS YOU MUPPET!GOT IT??HE WAS BORN IN ST. LOUIS!YOU DON'T KNOW ANYTHING ABOUT RANDY ORTON!WWE IS TRUE & YOU'RE FALSO.YOUR MORE LIKELY MAKING UP A FAIRYTALE STORY.JUST GO & CRY WITH MAMA.USER:PIC BUSINESS",2,fe7cadf3d98938eb
":In reading the accident news article you link above it looks like it is pretty non-notable, a simple mechanical failure, no serious damage and no injuries (thankfully). The inclusion standard for accidents is at WP:AIRCRASH and this seems to fall well short. -",2,4812e53d5bd4a7af
"December 1979 
 Naωlinωiki licks cοck, so does Amortias 

 Naωlinωiki licks cοck, so does Amortias 

 Naωlinωiki licks cοck, so does Amortias 

 Naωlinωiki licks cοck, so does Amortias 

 Naωlinωiki licks cοck, so does Amortias 

 Naωlinωiki licks cοck, so does Amortias",2,7445edb186f8ecb2
""" 

 == Ha thanks == 

 Didn't notice that! Appreciate the friendly edit!  

  

 Tommy2010 has given you a cookie! Cookies promote WikiLove and hopefully this one has made your day better. You can Spread the """"WikiLove"""" by giving someone else a cookie, whether it be someone you have had disagreements with in the past or a good friend.    

 To spread the goodness of cookies, you can add  to someone's talk page with a friendly message, or eat this cookie on the giver's talk page with ! 
 

   """,2,574a9aee102a5270
""" 
 \ 
 :: I Agree that the template should be removed completely. This is a No-Brainer   
 First: To address Sterrettc's argument above: The argument that LGBT is not an """"organization"""" is clearly disingenuous. The premise of the argument to have the LGBT template removed is that the placement of that portal clearly violates neutrality of the article. It is clearly one faction whose intent was to have the policy lifted, and frankly, has nothing directly to do with the content of the article. There is no wiggle room for your position. 
 Second: To address Ruoyyssey's position: Linking it to this article is indeed an advertisement for the LGBT position. Again, try to get past your bias and look at the concept for what it is. For example; if a group that supported the ban, such as the United States Pastor Council (USPC) were to have their logo (image) with links to similar website located where the LGBT image ois located; I have no doubt that countless people who support the abolition on the DADT policy would be screaming to have the USPC image removed. Additionally, your reference to the occasional """"vandalism"""" suffered by the logo, demonstrates your need to simply skirt the primary issue. Images, web pages, and logos are vandalized every day on this website and well as numerous others. In fact, when someone emoved the website from the page and opted for a blank area for this DADT article, it was deemed as """"vandalism"""". That is not vandalism, and your efforts to equate it as such is yet another effort to draw attention away from the fact that the LGBT logo, with it's links has no place within this article.  
 WIKIPEDIA IS ABOUT PRESENTING FACTS IN AN UNBIASED FORMAT AS POSSIBLE. IT IS SIMPLY WRONG THAT THE LGBT LOGO REMAINS AS PART OF THIS ARTICLE.""",2,847ff7bed789fee4
""" 
 :You seem to imply that the winner is listed as """"none"""" because non-Americans think Armstrong stole their chance of seeing someone of their country win. I don't think that is the reason; I think the reason is that the relevant cycling authorities (UCI, ASO) said that these Tours would have no winner. I am not aware of the precedent you refer to, can you show an example of where that happened? Anyhow, this discussion could probably better be done at Wikipedia talk:WikiProject Cycling.   ·  """,2,6bdbaac76555c063
"== Proposal for Structuring Article Using Other Consensus from other Articles on Wikipedia as Template == 

 See the following:",2,b688ec005c082749
:I doubt this. That has nothing to do with Transrapid in general.,2,b2c0412fd3564106
"Soyeb1234|Soyeb1234]]  

 ==Candidate Websites== 

 I've taken the liberty of adding a column to the candidate bios linking to their personal websites.  There are still a few blanks, so if anyone knows if the missing candidates have a webpage can they please add to it.  I think this is a useful resource that people can go to for extra info on certain contestants and is worth noting. [[User:",2,66556c52c86df675
"Hello 
 Were you sexually abused as a kid? That would explain most of your brain damage, I imagine. -",2,74b250d34343897a
"I just excluded an advertising on that arcticle, stupid bot.",2,40b7250ef491211b
"Oh, noes, I'm going to have to update my campaign poster!  MOAR Bishes!",2,1b500aa38f462fcc
""" 
 :::Animal roleplay is also known as 'bestiality' in its archaic definition, """"the stupid brutal quality of a beast"""", as applied to a human (as opposed to anthropomorphism applied to an animal, thus giving it human qualities). 'Bestiality' has been used to refer to 'sexual activity with animals', this terminology is perhaps wearing off a little with people naming it 'zoophilia', instead, since 'zoophilia' sounds less pejorative, in the sense that the animal isn't derogatively classed as a beast. The fetish of animal roleplay may also be considered reverse anthropomorphism, something notable in furry yiff role-players whom also do this (by fursuiting or online interactive virtual reality or MUCKs (i.e. like those in Second Life). The interest in yiff, sexual human-animal roleplay and bestiality, etc, may be collectively caused by mixed fetishes and/or paraphilias towards animal traits or simple, although scientists are now debating over whether the sexual attraction to animal traits is a real sexuality or not, and if it is, on re-thinking sexuality altogether, as written in a recent article by the Scientific American.""",2,2602f28194da19a2
"The Malloy board and the Randi Rhodes board are all basically refugees from DU much as the NU and PI boards are.  DU came first and people got disgusted and stopped posting there and moved to RR and MM.  They are totally appropriate.  I accept that the section has to stay, if for no other reason that you intend to WP:OWN it.  Given that, these links I have added are the ones I would expect to be there were the section complete.  They are all boards where DU members in the DU Diaspora wound up.  They all exist in relation to DU in an auxillary fashion, DU being still the 500# gorilla in the Liberal/Progressive world.  And they all RECRUIT from DU given the opportunity.  And topics banned at DU land on those boards to get thrashed out.  A good example would be the Andy Stephenson affair which wound up largely on Malloy's board when DU would have none of it.  Do I think this section ought to exist at all?  Nope.  But pragmatically, I cannot revert it forever given that you have organized to outnumber me.  So I intend to make sure it at least lives up to what it ought to be.  Unless you intend to extend your WP:OWNership to that as well.",2,a5e78126ca6a4c80
== Baba's fat-face boy ==,2,4282440410f3f689
"""  

 :::Sez you. Around here, we like to get outside confirmation of """"facts"""", even if they """"logically seem"""" to be true. We're funny that way. +  """,2,ad8be7312f066018
"::::All idiots are useful, but some idiots are more useful than others.",2,6e347632cbec5712
""" 

 == Get the creepy crawlies off of me! == 

 Igloo keeps kicking me out every thirty seconds to one minute. Could you fix this? ~ ( •  """,2,323c411644f2052d
"== You deleted my wikipedia page == 

 Listen jerkoff.... i don't care who you are but i did that wikipedia page about my girlfriend.... which is a phrase you'll never be able to say because you are a homosexual!",2,e21880fe08fcccf4
